([511], [5, 6, 13, 15, 16, 17], [(5, 5), (5, 6), (6, 17), (6, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([713], [5, 6, 13, 15, 16, 17], [(5, 5), (5, 6), (6, 17), (6, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([994], [3, 4, 13, 15, 16, 17], [(3, 3), (3, 4), (4, 17), (4, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([1002], [3, 4, 13, 15, 16, 17], [(3, 3), (3, 4), (4, 17), (4, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([1010], [5, 6, 13, 15, 16, 17], [(5, 5), (5, 6), (6, 17), (6, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([1012], [5, 6, 13, 15, 16, 17], [(5, 5), (5, 6), (6, 17), (6, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([1246], [3, 4, 13, 15, 16, 17], [(3, 3), (3, 4), (4, 17), (4, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([1247], [3, 4, 13, 15, 16, 17], [(3, 3), (3, 4), (4, 17), (4, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([1248], [2, 3, 13, 15, 16, 17], [(2, 2), (2, 3), (3, 17), (3, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([1250], [3, 4, 13, 15, 16, 17], [(3, 3), (3, 4), (4, 17), (4, 17), (13, 16), (13, 15), (13, 15), (15, 16), (16, 17)])
([1251], [2, 3, 11, 15, 16, 17], [(2, 2), (2, 3), (3, 17), (3, 17), (11, 16), (11, 15), (11, 15), (15, 16), (16, 17)])
