([498], [6, 13, 14, 15, 16, 17], [(6, 14), (6, 13), (6, 13), (13, 16), (14, 15), (14, 15), (15, 17), (16, 17), (16, 17)])
([504], [5, 12, 14, 15, 16, 17], [(5, 12), (5, 12), (5, 15), (12, 16), (14, 17), (14, 15), (14, 15), (16, 17), (16, 17)])
([512], [3, 10, 14, 15, 16, 17], [(3, 10), (3, 10), (3, 15), (10, 16), (14, 17), (14, 15), (14, 15), (16, 17), (16, 17)])
([513], [5, 11, 14, 15, 16, 17], [(5, 11), (5, 11), (5, 15), (11, 16), (14, 17), (14, 15), (14, 15), (16, 17), (16, 17)])
([514], [5, 12, 14, 15, 16, 17], [(5, 12), (5, 12), (5, 15), (12, 17), (14, 16), (14, 15), (14, 15), (16, 17), (16, 17)])
([516], [3, 10, 14, 15, 16, 17], [(3, 10), (3, 10), (3, 15), (10, 16), (14, 17), (14, 15), (14, 15), (16, 17), (16, 17)])
([517], [5, 11, 13, 14, 15, 16], [(5, 11), (5, 11), (5, 14), (11, 15), (13, 16), (13, 14), (13, 14), (15, 16), (15, 16)])
([518], [4, 11, 14, 15, 16, 17], [(4, 11), (4, 11), (4, 14), (11, 15), (14, 16), (14, 16), (15, 17), (15, 17), (16, 17)])
([519], [5, 11, 13, 14, 15, 17], [(5, 11), (5, 11), (5, 13), (11, 14), (13, 15), (13, 15), (14, 17), (14, 17), (15, 17)])
([644], [4, 11, 14, 15, 16, 17], [(4, 11), (4, 11), (4, 14), (11, 16), (14, 15), (14, 15), (15, 17), (16, 17), (16, 17)])
([651], [5, 12, 13, 14, 15, 17], [(5, 12), (5, 12), (5, 13), (12, 15), (13, 14), (13, 14), (14, 17), (15, 17), (15, 17)])
([774], [6, 12, 14, 15, 16, 17], [(6, 12), (6, 12), (6, 14), (12, 16), (14, 15), (14, 15), (15, 17), (16, 17), (16, 17)])
([775], [6, 11, 14, 15, 16, 17], [(6, 11), (6, 11), (6, 14), (11, 16), (14, 15), (14, 15), (15, 17), (16, 17), (16, 17)])
([776], [6, 13, 14, 15, 16, 17], [(6, 14), (6, 13), (6, 13), (13, 15), (14, 17), (14, 17), (15, 16), (15, 16), (16, 17)])
([777], [5, 12, 14, 15, 16, 17], [(5, 12), (5, 12), (5, 14), (12, 16), (14, 15), (14, 15), (15, 17), (16, 17), (16, 17)])
([1030], [3, 10, 14, 15, 16, 17], [(3, 10), (3, 10), (3, 15), (10, 17), (14, 16), (14, 15), (14, 15), (16, 17), (16, 17)])
([1053], [6, 12, 14, 15, 16, 17], [(6, 12), (6, 12), (6, 14), (12, 15), (14, 17), (14, 17), (15, 16), (15, 16), (16, 17)])
([1054], [4, 11, 14, 15, 16, 17], [(4, 11), (4, 11), (4, 14), (11, 15), (14, 17), (14, 17), (15, 16), (15, 16), (16, 17)])
([1055], [5, 12, 13, 14, 15, 17], [(5, 12), (5, 12), (5, 13), (12, 14), (13, 15), (13, 15), (14, 17), (14, 17), (15, 17)])
([1056], [5, 12, 14, 15, 16, 17], [(5, 12), (5, 12), (5, 14), (12, 15), (14, 17), (14, 17), (15, 16), (15, 16), (16, 17)])
([1098], [3, 10, 14, 15, 16, 17], [(3, 10), (3, 10), (3, 14), (10, 16), (14, 15), (14, 15), (15, 17), (16, 17), (16, 17)])
([1195], [5, 10, 13, 14, 15, 17], [(5, 10), (5, 10), (5, 13), (10, 15), (13, 14), (13, 14), (14, 17), (15, 17), (15, 17)])
([1210], [5, 10, 13, 14, 15, 17], [(5, 10), (5, 10), (5, 13), (10, 14), (13, 15), (13, 15), (14, 17), (14, 17), (15, 17)])
