([0], [9, 10, 13, 14], [(9, 10), (9, 13), (9, 13), (10, 14), (10, 14), (13, 14)])
([1], [7, 8, 11, 12], [(7, 8), (7, 11), (7, 11), (8, 12), (8, 12), (11, 12)])
([2], [7, 10, 11, 14], [(7, 11), (7, 11), (7, 14), (10, 11), (10, 14), (10, 14)])
([3], [6, 7, 10, 11], [(6, 10), (6, 10), (6, 7), (7, 11), (7, 11), (10, 11)])
([4], [5, 6, 9, 10], [(5, 9), (5, 9), (5, 6), (6, 10), (6, 10), (9, 10)])
([5], [6, 9, 10, 12], [(6, 10), (6, 10), (6, 12), (9, 10), (9, 12), (9, 12)])
([6], [9, 10, 13, 14], [(9, 10), (9, 13), (9, 13), (10, 14), (10, 14), (13, 14)])
([7], [5, 8, 9, 11], [(5, 9), (5, 9), (5, 11), (8, 9), (8, 11), (8, 11)])
([8], [6, 9, 10, 14], [(6, 10), (6, 10), (6, 14), (9, 10), (9, 14), (9, 14)])
([9], [8, 9, 11, 14], [(8, 9), (8, 11), (8, 11), (9, 14), (9, 14), (11, 14)])
([10], [4, 5, 8, 9], [(4, 8), (4, 8), (4, 5), (5, 9), (5, 9), (8, 9)])
([11], [8, 9, 12, 13], [(8, 9), (8, 12), (8, 12), (9, 13), (9, 13), (12, 13)])
([12], [7, 8, 10, 14], [(7, 8), (7, 10), (7, 10), (8, 14), (8, 14), (10, 14)])
([13], [7, 8, 10, 13], [(7, 8), (7, 10), (7, 10), (8, 13), (8, 13), (10, 13)])
([14], [8, 9, 12, 14], [(8, 9), (8, 14), (8, 14), (9, 12), (9, 12), (12, 14)])
([15], [8, 9, 11, 12], [(8, 9), (8, 11), (8, 11), (9, 12), (9, 12), (11, 12)])
([16], [3, 4, 7, 8], [(3, 4), (3, 7), (3, 7), (4, 8), (4, 8), (7, 8)])
([17], [4, 7, 8, 10], [(4, 8), (4, 8), (4, 10), (7, 8), (7, 10), (7, 10)])
([18], [5, 8, 9, 14], [(5, 9), (5, 9), (5, 14), (8, 9), (8, 14), (8, 14)])
([19], [4, 7, 8, 12], [(4, 8), (4, 8), (4, 12), (7, 8), (7, 12), (7, 12)])
([20], [6, 7, 9, 12], [(6, 9), (6, 9), (6, 7), (7, 12), (7, 12), (9, 12)])
([21], [3, 6, 7, 9], [(3, 9), (3, 7), (3, 7), (6, 9), (6, 9), (6, 7)])
([22], [8, 9, 13, 14], [(8, 9), (8, 13), (8, 13), (9, 14), (9, 14), (13, 14)])
([23], [7, 8, 12, 14], [(7, 8), (7, 14), (7, 14), (8, 12), (8, 12), (12, 14)])
([24], [7, 8, 11, 12], [(7, 8), (7, 12), (7, 12), (8, 11), (8, 11), (11, 12)])
([25], [7, 8, 9, 12], [(7, 8), (7, 9), (7, 9), (8, 12), (8, 12), (9, 12)])
([26], [5, 8, 9, 14], [(5, 9), (5, 9), (5, 14), (8, 9), (8, 14), (8, 14)])
([27], [6, 7, 9, 13], [(6, 9), (6, 9), (6, 7), (7, 13), (7, 13), (9, 13)])
([28], [2, 3, 6, 7], [(2, 3), (2, 6), (2, 6), (3, 7), (3, 7), (6, 7)])
([29], [5, 6, 8, 11], [(5, 8), (5, 8), (5, 6), (6, 11), (6, 11), (8, 11)])
([30], [6, 7, 11, 12], [(6, 12), (6, 12), (6, 7), (7, 11), (7, 11), (11, 12)])
([31], [6, 7, 8, 12], [(6, 8), (6, 8), (6, 7), (7, 12), (7, 12), (8, 12)])
([32], [7, 8, 11, 14], [(7, 8), (7, 14), (7, 14), (8, 11), (8, 11), (11, 14)])
([33], [4, 7, 8, 14], [(4, 8), (4, 8), (4, 14), (7, 8), (7, 14), (7, 14)])
([34], [1, 2, 5, 6], [(1, 2), (1, 5), (1, 5), (2, 6), (2, 6), (5, 6)])
([35], [2, 5, 6, 8], [(2, 8), (2, 6), (2, 6), (5, 8), (5, 8), (5, 6)])
([36], [7, 8, 10, 11], [(7, 8), (7, 11), (7, 11), (8, 10), (8, 10), (10, 11)])
([37], [7, 8, 11, 14], [(7, 8), (7, 11), (7, 11), (8, 14), (8, 14), (11, 14)])
([38], [3, 6, 7, 11], [(3, 11), (3, 7), (3, 7), (6, 11), (6, 11), (6, 7)])
([39], [5, 6, 8, 11], [(5, 8), (5, 8), (5, 6), (6, 11), (6, 11), (8, 11)])
([40], [6, 7, 10, 12], [(6, 12), (6, 12), (6, 7), (7, 10), (7, 10), (10, 12)])
([41], [7, 8, 13, 14], [(7, 8), (7, 13), (7, 13), (8, 14), (8, 14), (13, 14)])
([42], [1, 2, 4, 5], [(1, 2), (1, 4), (1, 4), (2, 5), (2, 5), (4, 5)])
([43], [1, 4, 5, 7], [(1, 5), (1, 5), (1, 7), (4, 5), (4, 7), (4, 7)])
([44], [0, 1, 4, 5], [(0, 1), (0, 4), (0, 4), (1, 5), (1, 5), (4, 5)])
([45], [7, 8, 10, 14], [(7, 8), (7, 10), (7, 10), (8, 14), (8, 14), (10, 14)])
([46], [6, 7, 10, 11], [(6, 11), (6, 11), (6, 7), (7, 10), (7, 10), (10, 11)])
([47], [6, 7, 9, 14], [(6, 14), (6, 14), (6, 7), (7, 9), (7, 9), (9, 14)])
([48], [4, 7, 8, 14], [(4, 8), (4, 8), (4, 14), (7, 8), (7, 14), (7, 14)])
([49], [3, 6, 7, 14], [(3, 7), (3, 7), (3, 14), (6, 14), (6, 14), (6, 7)])
([50], [2, 5, 6, 10], [(2, 10), (2, 6), (2, 6), (5, 10), (5, 10), (5, 6)])
([51], [4, 5, 7, 10], [(4, 5), (4, 7), (4, 7), (5, 10), (5, 10), (7, 10)])
([52], [6, 7, 11, 14], [(6, 11), (6, 11), (6, 7), (7, 14), (7, 14), (11, 14)])
([53], [7, 8, 11, 13], [(7, 8), (7, 11), (7, 11), (8, 13), (8, 13), (11, 13)])
([54], [5, 6, 9, 11], [(5, 11), (5, 11), (5, 6), (6, 9), (6, 9), (9, 11)])
([55], [4, 5, 7, 10], [(4, 5), (4, 7), (4, 7), (5, 10), (5, 10), (7, 10)])
([56], [6, 7, 11, 14], [(6, 11), (6, 11), (6, 7), (7, 14), (7, 14), (11, 14)])
([57], [7, 8, 12, 14], [(7, 8), (7, 14), (7, 14), (8, 12), (8, 12), (12, 14)])
([58], [5, 6, 9, 10], [(5, 10), (5, 10), (5, 6), (6, 9), (6, 9), (9, 10)])
([59], [5, 6, 7, 10], [(5, 6), (5, 7), (5, 7), (6, 10), (6, 10), (7, 10)])
([60], [6, 7, 10, 14], [(6, 14), (6, 14), (6, 7), (7, 10), (7, 10), (10, 14)])
([61], [5, 6, 8, 9], [(5, 9), (5, 9), (5, 6), (6, 8), (6, 8), (8, 9)])
([62], [4, 5, 6, 9], [(4, 5), (4, 6), (4, 6), (5, 9), (5, 9), (6, 9)])
([63], [4, 5, 8, 9], [(4, 9), (4, 9), (4, 5), (5, 8), (5, 8), (8, 9)])
([64], [5, 6, 9, 14], [(5, 9), (5, 9), (5, 6), (6, 14), (6, 14), (9, 14)])
([65], [5, 6, 8, 14], [(5, 14), (5, 14), (5, 6), (6, 8), (6, 8), (8, 14)])
([66], [4, 5, 8, 10], [(4, 10), (4, 10), (4, 5), (5, 8), (5, 8), (8, 10)])
([67], [5, 6, 10, 14], [(5, 10), (5, 10), (5, 6), (6, 14), (6, 14), (10, 14)])
([68], [5, 6, 8, 14], [(5, 14), (5, 14), (5, 6), (6, 8), (6, 8), (8, 14)])
([69], [6, 7, 12, 14], [(6, 14), (6, 14), (6, 7), (7, 12), (7, 12), (12, 14)])
([70], [6, 7, 9, 14], [(6, 14), (6, 14), (6, 7), (7, 9), (7, 9), (9, 14)])
([71], [6, 7, 11, 13], [(6, 11), (6, 11), (6, 7), (7, 13), (7, 13), (11, 13)])
([72], [6, 7, 10, 14], [(6, 10), (6, 10), (6, 7), (7, 14), (7, 14), (10, 14)])
([73], [6, 7, 12, 14], [(6, 14), (6, 14), (6, 7), (7, 12), (7, 12), (12, 14)])
([74], [6, 7, 9, 14], [(6, 14), (6, 14), (6, 7), (7, 9), (7, 9), (9, 14)])
([75], [3, 6, 7, 14], [(3, 7), (3, 7), (3, 14), (6, 14), (6, 14), (6, 7)])
([76], [1, 4, 5, 9], [(1, 9), (1, 5), (1, 5), (4, 9), (4, 9), (4, 5)])
([77], [2, 5, 6, 12], [(2, 6), (2, 6), (2, 12), (5, 12), (5, 12), (5, 6)])
([78], [3, 4, 6, 9], [(3, 4), (3, 6), (3, 6), (4, 9), (4, 9), (6, 9)])
([79], [3, 4, 6, 9], [(3, 4), (3, 6), (3, 6), (4, 9), (4, 9), (6, 9)])
([80], [7, 8, 13, 14], [(7, 8), (7, 13), (7, 13), (8, 14), (8, 14), (13, 14)])
([81], [0, 3, 4, 6], [(0, 4), (0, 4), (0, 6), (3, 4), (3, 6), (3, 6)])
([82], [1, 3, 4, 6], [(1, 4), (1, 4), (1, 6), (3, 4), (3, 6), (3, 6)])
([83], [2, 5, 6, 14], [(2, 6), (2, 6), (2, 14), (5, 14), (5, 14), (5, 6)])
([84], [3, 6, 7, 14], [(3, 7), (3, 7), (3, 14), (6, 14), (6, 14), (6, 7)])
([85], [5, 6, 8, 14], [(5, 14), (5, 14), (5, 6), (6, 8), (6, 8), (8, 14)])
([86], [5, 6, 9, 13], [(5, 9), (5, 9), (5, 6), (6, 13), (6, 13), (9, 13)])
([87], [4, 5, 8, 14], [(4, 8), (4, 8), (4, 5), (5, 14), (5, 14), (8, 14)])
([88], [5, 6, 8, 14], [(5, 8), (5, 8), (5, 6), (6, 14), (6, 14), (8, 14)])
([89], [5, 6, 12, 14], [(5, 14), (5, 14), (5, 6), (6, 12), (6, 12), (12, 14)])
([90], [4, 5, 9, 12], [(4, 9), (4, 9), (4, 5), (5, 12), (5, 12), (9, 12)])
([91], [3, 4, 7, 9], [(3, 9), (3, 9), (3, 4), (4, 7), (4, 7), (7, 9)])
([92], [4, 5, 7, 12], [(4, 12), (4, 12), (4, 5), (5, 7), (5, 7), (7, 12)])
([93], [3, 4, 7, 8], [(3, 8), (3, 8), (3, 4), (4, 7), (4, 7), (7, 8)])
([94], [3, 4, 5, 8], [(3, 4), (3, 5), (3, 5), (4, 8), (4, 8), (5, 8)])
([95], [2, 3, 5, 8], [(2, 3), (2, 5), (2, 5), (3, 8), (3, 8), (5, 8)])
([96], [0, 3, 4, 8], [(0, 8), (0, 4), (0, 4), (3, 8), (3, 8), (3, 4)])
([97], [2, 3, 5, 8], [(2, 3), (2, 5), (2, 5), (3, 8), (3, 8), (5, 8)])
([98], [1, 3, 4, 8], [(1, 4), (1, 4), (1, 8), (3, 8), (3, 8), (3, 4)])
([99], [2, 3, 5, 8], [(2, 3), (2, 5), (2, 5), (3, 8), (3, 8), (5, 8)])
([100], [6, 7, 13, 14], [(6, 13), (6, 13), (6, 7), (7, 14), (7, 14), (13, 14)])
([101], [5, 6, 12, 14], [(5, 14), (5, 14), (5, 6), (6, 12), (6, 12), (12, 14)])
([102], [6, 7, 11, 14], [(6, 14), (6, 14), (6, 7), (7, 11), (7, 11), (11, 14)])
([103], [1, 4, 5, 11], [(1, 5), (1, 5), (1, 11), (4, 11), (4, 11), (4, 5)])
([104], [4, 5, 7, 8], [(4, 8), (4, 8), (4, 5), (5, 7), (5, 7), (7, 8)])
([105], [5, 6, 7, 14], [(5, 14), (5, 14), (5, 6), (6, 7), (6, 7), (7, 14)])
([106], [6, 7, 12, 14], [(6, 14), (6, 14), (6, 7), (7, 12), (7, 12), (12, 14)])
([107], [5, 6, 8, 14], [(5, 14), (5, 14), (5, 6), (6, 8), (6, 8), (8, 14)])
([108], [4, 5, 7, 14], [(4, 5), (4, 14), (4, 14), (5, 7), (5, 7), (7, 14)])
([109], [6, 7, 11, 12], [(6, 12), (6, 12), (6, 7), (7, 11), (7, 11), (11, 12)])
([110], [6, 7, 13, 14], [(6, 13), (6, 13), (6, 7), (7, 14), (7, 14), (13, 14)])
([112], [3, 4, 6, 7], [(3, 4), (3, 7), (3, 7), (4, 6), (4, 6), (6, 7)])
([113], [3, 4, 7, 12], [(3, 4), (3, 7), (3, 7), (4, 12), (4, 12), (7, 12)])
([114], [2, 3, 6, 7], [(2, 3), (2, 7), (2, 7), (3, 6), (3, 6), (6, 7)])
([115], [3, 4, 6, 12], [(3, 12), (3, 12), (3, 4), (4, 6), (4, 6), (6, 12)])
([116], [4, 5, 7, 14], [(4, 5), (4, 7), (4, 7), (5, 14), (5, 14), (7, 14)])
([117], [4, 5, 6, 14], [(4, 5), (4, 14), (4, 14), (5, 6), (5, 6), (6, 14)])
([118], [5, 6, 11, 14], [(5, 14), (5, 14), (5, 6), (6, 11), (6, 11), (11, 14)])
([119], [5, 6, 13, 14], [(5, 13), (5, 13), (5, 6), (6, 14), (6, 14), (13, 14)])
([120], [4, 5, 10, 12], [(4, 12), (4, 12), (4, 5), (5, 10), (5, 10), (10, 12)])
([121], [4, 5, 12, 14], [(4, 5), (4, 14), (4, 14), (5, 12), (5, 12), (12, 14)])
([122], [5, 6, 11, 12], [(5, 12), (5, 12), (5, 6), (6, 11), (6, 11), (11, 12)])
([123], [6, 7, 11, 14], [(6, 11), (6, 11), (6, 7), (7, 14), (7, 14), (11, 14)])
([124], [5, 6, 7, 14], [(5, 14), (5, 14), (5, 6), (6, 7), (6, 7), (7, 14)])
([125], [5, 6, 12, 14], [(5, 14), (5, 14), (5, 6), (6, 12), (6, 12), (12, 14)])
([126], [4, 5, 7, 14], [(4, 5), (4, 14), (4, 14), (5, 7), (5, 7), (7, 14)])
([127], [4, 5, 7, 14], [(4, 5), (4, 14), (4, 14), (5, 7), (5, 7), (7, 14)])
([128], [5, 6, 8, 14], [(5, 14), (5, 14), (5, 6), (6, 8), (6, 8), (8, 14)])
([129], [4, 5, 8, 13], [(4, 8), (4, 8), (4, 5), (5, 13), (5, 13), (8, 13)])
([130], [2, 3, 6, 8], [(2, 8), (2, 8), (2, 3), (3, 6), (3, 6), (6, 8)])
([131], [1, 3, 4, 10], [(1, 4), (1, 4), (1, 10), (3, 10), (3, 10), (3, 4)])
([132], [6, 7, 13, 14], [(6, 13), (6, 13), (6, 7), (7, 14), (7, 14), (13, 14)])
([133], [1, 4, 5, 14], [(1, 5), (1, 5), (1, 14), (4, 5), (4, 14), (4, 14)])
([134], [2, 5, 6, 14], [(2, 6), (2, 6), (2, 14), (5, 14), (5, 14), (5, 6)])
([135], [1, 2, 4, 7], [(1, 2), (1, 4), (1, 4), (2, 7), (2, 7), (4, 7)])
([136], [2, 3, 6, 8], [(2, 8), (2, 8), (2, 3), (3, 6), (3, 6), (6, 8)])
([137], [1, 2, 4, 7], [(1, 2), (1, 4), (1, 4), (2, 7), (2, 7), (4, 7)])
([138], [0, 3, 4, 10], [(0, 4), (0, 4), (0, 10), (3, 4), (3, 10), (3, 10)])
([139], [5, 6, 11, 14], [(5, 14), (5, 14), (5, 6), (6, 11), (6, 11), (11, 14)])
([140], [6, 7, 12, 14], [(6, 12), (6, 12), (6, 7), (7, 14), (7, 14), (12, 14)])
([141], [3, 4, 8, 11], [(3, 8), (3, 8), (3, 4), (4, 11), (4, 11), (8, 11)])
