([8], [6, 7, 8, 9, 10, 11], [(6, 10), (6, 11), (6, 7), (7, 8), (7, 9), (8, 9), (8, 10), (9, 11), (10, 11)])
([9], [5, 6, 7, 8, 9, 11], [(5, 8), (5, 9), (5, 6), (6, 11), (6, 7), (7, 9), (7, 11), (8, 11), (8, 9)])
([10], [5, 6, 7, 8, 9, 10], [(5, 8), (5, 9), (5, 6), (6, 10), (6, 7), (7, 9), (7, 10), (8, 10), (8, 9)])
([11], [4, 7, 8, 9, 10, 11], [(4, 7), (4, 9), (4, 11), (7, 8), (7, 9), (8, 10), (8, 11), (9, 10), (10, 11)])
([12], [4, 5, 6, 7, 9, 10], [(4, 5), (4, 7), (4, 10), (5, 9), (5, 6), (6, 9), (6, 7), (7, 10), (9, 10)])
([13], [4, 5, 6, 7, 9, 10], [(4, 10), (4, 5), (4, 7), (5, 9), (5, 6), (6, 9), (6, 7), (7, 10), (9, 10)])
([14], [4, 6, 7, 8, 9, 11], [(4, 9), (4, 11), (4, 7), (6, 8), (6, 9), (6, 11), (7, 8), (7, 11), (8, 9)])
([15], [4, 5, 6, 7, 8, 10], [(4, 5), (4, 7), (4, 10), (5, 6), (5, 8), (6, 8), (6, 7), (7, 10), (8, 10)])
([16], [4, 6, 7, 8, 9, 11], [(4, 9), (4, 11), (4, 7), (6, 8), (6, 9), (6, 11), (7, 8), (7, 11), (8, 9)])
([17], [4, 5, 6, 7, 9, 10], [(4, 9), (4, 6), (4, 7), (5, 9), (5, 10), (5, 6), (6, 7), (7, 10), (9, 10)])
([18], [3, 5, 6, 7, 9, 10], [(3, 9), (3, 10), (3, 7), (5, 9), (5, 6), (5, 7), (6, 10), (6, 7), (9, 10)])
([19], [3, 5, 6, 7, 9, 10], [(3, 9), (3, 10), (3, 7), (5, 9), (5, 6), (5, 7), (6, 10), (6, 7), (9, 10)])
